video_stem,filename,raw_folder,subject_id,g_group,sink_name,step_code,merged_class,merged_class_idx,split
HandWash_018_A_02_G_05,HandWash_018_A_02_G_05.mp4,Step_2_Left,18,G05,CeramicSink2,2,step2_palma_dorso,1,train
HandWash_019_A_02_G_05,HandWash_019_A_02_G_05.mp4,Step_2_Left,19,G05,CeramicSink2,2,step2_palma_dorso,1,test
HandWash_020_A_02_G_05,HandWash_020_A_02_G_05.mp4,Step_2_Left,20,G05,CeramicSink2,2,step2_palma_dorso,1,train
HandWash_021_A_02_G_05,HandWash_021_A_02_G_05.mp4,Step_2_Left,21,G05,CeramicSink2,2,step2_palma_dorso,1,val
HandWash_022_A_02_G_05,HandWash_022_A_02_G_05.mp4,Step_2_Left,22,G05,CeramicSink2,2,step2_palma_dorso,1,val
HandWash_023_A_02_G_05,HandWash_023_A_02_G_05.mp4,Step_2_Left,23,G05,CeramicSink2,2,step2_palma_dorso,1,train
HandWash_024_A_02_G_05,HandWash_024_A_02_G_05.mp4,Step_2_Left,24,G05,CeramicSink2,2,step2_palma_dorso,1,test
HandWash_025_A_02_G_05,HandWash_025_A_02_G_05.mp4,Step_2_Left,25,G05,CeramicSink2,2,step2_palma_dorso,1,train
HandWash_001_A_03_G_01,HandWash_001_A_03_G_01.mp4,Step_2_Right,1,G01,DarkSteelSink1,3,step2_palma_dorso,1,train
HandWash_002_A_03_G_01,HandWash_002_A_03_G_01.mp4,Step_2_Right,2,G01,DarkSteelSink1,3,step2_palma_dorso,1,test
HandWash_003_A_03_G_01,HandWash_003_A_03_G_01.mp4,Step_2_Right,3,G01,DarkSteelSink1,3,step2_palma_dorso,1,train
HandWash_004_A_03_G_01,HandWash_004_A_03_G_01.mp4,Step_2_Right,4,G01,DarkSteelSink1,3,step2_palma_dorso,1,val
HandWash_005_A_03_G_01,HandWash_005_A_03_G_01.mp4,Step_2_Right,5,G01,DarkSteelSink1,3,step2_palma_dorso,1,train
HandWash_006_A_03_G_01,HandWash_006_A_03_G_01.mp4,Step_2_Right,6,G01,LightSteelSink1,3,step2_palma_dorso,1,train
HandWash_007_A_03_G_01,HandWash_007_A_03_G_01.mp4,Step_2_Right,7,G01,LightSteelSink1,3,step2_palma_dorso,1,test
HandWash_008_A_03_G_01,HandWash_008_A_03_G_01.mp4,Step_2_Right,8,G01,LightSteelSink1,3,step2_palma_dorso,1,train
HandWash_009_A_03_G_02,HandWash_009_A_03_G_02.mp4,Step_2_Right,9,G02,CeramicSink1,3,step2_palma_dorso,1,train
HandWash_010_A_03_G_02,HandWash_010_A_03_G_02.mp4,Step_2_Right,10,G02,CeramicSink1,3,step2_palma_dorso,1,train
HandWash_011_A_03_G_02,HandWash_011_A_03_G_02.mp4,Step_2_Right,11,G02,CeramicSink1,3,step2_palma_dorso,1,train
HandWash_012_A_03_G_03,HandWash_012_A_03_G_03.mp4,Step_2_Right,12,G03,SmallCeramicSink6,3,step2_palma_dorso,1,train
HandWash_013_A_03_G_03,HandWash_013_A_03_G_03.mp4,Step_2_Right,13,G03,SmallCeramicSink6,3,step2_palma_dorso,1,test
HandWash_014_A_03_G_03,HandWash_014_A_03_G_03.mp4,Step_2_Right,14,G03,SmallCeramicSink6,3,step2_palma_dorso,1,train
HandWash_015_A_03_G_04,HandWash_015_A_03_G_04.mp4,Step_2_Right,15,G04,LightGraniteSink1,3,step2_palma_dorso,1,train
HandWash_016_A_03_G_04,HandWash_016_A_03_G_04.mp4,Step_2_Right,16,G04,LightGraniteSink1,3,step2_palma_dorso,1,val
HandWash_017_A_03_G_04,HandWash_017_A_03_G_04.mp4,Step_2_Right,17,G04,LightGraniteSink1,3,step2_palma_dorso,1,train
HandWash_018_A_03_G_05,HandWash_018_A_03_G_05.mp4,Step_2_Right,18,G05,CeramicSink2,3,step2_palma_dorso,1,train
HandWash_019_A_03_G_05,HandWash_019_A_03_G_05.mp4,Step_2_Right,19,G05,CeramicSink2,3,step2_palma_dorso,1,test
HandWash_020_A_03_G_05,HandWash_020_A_03_G_05.mp4,Step_2_Right,20,G05,CeramicSink2,3,step2_palma_dorso,1,train
HandWash_021_A_03_G_05,HandWash_021_A_03_G_05.mp4,Step_2_Right,21,G05,CeramicSink2,3,step2_palma_dorso,1,val
HandWash_022_A_03_G_05,HandWash_022_A_03_G_05.mp4,Step_2_Right,22,G05,CeramicSink2,3,step2_palma_dorso,1,val
HandWash_023_A_03_G_05,HandWash_023_A_03_G_05.mp4,Step_2_Right,23,G05,CeramicSink2,3,step2_palma_dorso,1,train
HandWash_024_A_03_G_05,HandWash_024_A_03_G_05.mp4,Step_2_Right,24,G05,CeramicSink2,3,step2_palma_dorso,1,test
HandWash_025_A_03_G_05,HandWash_025_A_03_G_05.mp4,Step_2_Right,25,G05,CeramicSink2,3,step2_palma_dorso,1,train
HandWash_001_A_04_G_01,HandWash_001_A_04_G_01.mp4,Step_3,1,G01,DarkSteelSink1,4,step3_palma_entrelacada,2,train
HandWash_002_A_04_G_01,HandWash_002_A_04_G_01.mp4,Step_3,2,G01,DarkSteelSink1,4,step3_palma_entrelacada,2,test
HandWash_003_A_04_G_01,HandWash_003_A_04_G_01.mp4,Step_3,3,G01,DarkSteelSink1,4,step3_palma_entrelacada,2,train
HandWash_004_A_04_G_01,HandWash_004_A_04_G_01.mp4,Step_3,4,G01,DarkSteelSink1,4,step3_palma_entrelacada,2,val
HandWash_005_A_04_G_01,HandWash_005_A_04_G_01.mp4,Step_3,5,G01,DarkSteelSink1,4,step3_palma_entrelacada,2,train
HandWash_006_A_04_G_01,HandWash_006_A_04_G_01.mp4,Step_3,6,G01,LightSteelSink1,4,step3_palma_entrelacada,2,train
HandWash_007_A_04_G_01,HandWash_007_A_04_G_01.mp4,Step_3,7,G01,LightSteelSink1,4,step3_palma_entrelacada,2,test
HandWash_008_A_04_G_01,HandWash_008_A_04_G_01.mp4,Step_3,8,G01,LightSteelSink1,4,step3_palma_entrelacada,2,train
HandWash_009_A_04_G_02,HandWash_009_A_04_G_02.mp4,Step_3,9,G02,CeramicSink1,4,step3_palma_entrelacada,2,train
HandWash_010_A_04_G_02,HandWash_010_A_04_G_02.mp4,Step_3,10,G02,CeramicSink1,4,step3_palma_entrelacada,2,train
HandWash_011_A_04_G_02,HandWash_011_A_04_G_02.mp4,Step_3,11,G02,CeramicSink1,4,step3_palma_entrelacada,2,train
HandWash_012_A_04_G_03,HandWash_012_A_04_G_03.mp4,Step_3,12,G03,SmallCeramicSink6,4,step3_palma_entrelacada,2,train
HandWash_013_A_04_G_03,HandWash_013_A_04_G_03.mp4,Step_3,13,G03,SmallCeramicSink6,4,step3_palma_entrelacada,2,test
HandWash_014_A_04_G_03,HandWash_014_A_04_G_03.mp4,Step_3,14,G03,SmallCeramicSink6,4,step3_palma_entrelacada,2,train
HandWash_015_A_04_G_04,HandWash_015_A_04_G_04.mp4,Step_3,15,G04,LightGraniteSink1,4,step3_palma_entrelacada,2,train
HandWash_016_A_04_G_04,HandWash_016_A_04_G_04.mp4,Step_3,16,G04,LightGraniteSink1,4,step3_palma_entrelacada,2,val
HandWash_017_A_04_G_04,HandWash_017_A_04_G_04.mp4,Step_3,17,G04,LightGraniteSink1,4,step3_palma_entrelacada,2,train
HandWash_018_A_04_G_05,HandWash_018_A_04_G_05.mp4,Step_3,18,G05,CeramicSink2,4,step3_palma_entrelacada,2,train
HandWash_019_A_04_G_05,HandWash_019_A_04_G_05.mp4,Step_3,19,G05,CeramicSink2,4,step3_palma_entrelacada,2,test
HandWash_020_A_04_G_05,HandWash_020_A_04_G_05.mp4,Step_3,20,G05,CeramicSink2,4,step3_palma_entrelacada,2,train
HandWash_021_A_04_G_05,HandWash_021_A_04_G_05.mp4,Step_3,21,G05,CeramicSink2,4,step3_palma_entrelacada,2,val
HandWash_022_A_04_G_05,HandWash_022_A_04_G_05.mp4,Step_3,22,G05,CeramicSink2,4,step3_palma_entrelacada,2,val
HandWash_023_A_04_G_05,HandWash_023_A_04_G_05.mp4,Step_3,23,G05,CeramicSink2,4,step3_palma_entrelacada,2,train
HandWash_024_A_04_G_05,HandWash_024_A_04_G_05.mp4,Step_3,24,G05,CeramicSink2,4,step3_palma_entrelacada,2,test
HandWash_025_A_04_G_05,HandWash_025_A_04_G_05.mp4,Step_3,25,G05,CeramicSink2,4,step3_palma_entrelacada,2,train
HandWash_001_A_05_G_01,HandWash_001_A_05_G_01.mp4,Step_4_Left,1,G01,DarkSteelSink1,5,step4_dorso_dedos,3,train
HandWash_002_A_05_G_01,HandWash_002_A_05_G_01.mp4,Step_4_Left,2,G01,DarkSteelSink1,5,step4_dorso_dedos,3,test
HandWash_003_A_05_G_01,HandWash_003_A_05_G_01.mp4,Step_4_Left,3,G01,DarkSteelSink1,5,step4_dorso_dedos,3,train
HandWash_004_A_05_G_01,HandWash_004_A_05_G_01.mp4,Step_4_Left,4,G01,DarkSteelSink1,5,step4_dorso_dedos,3,val
HandWash_005_A_05_G_01,HandWash_005_A_05_G_01.mp4,Step_4_Left,5,G01,DarkSteelSink1,5,step4_dorso_dedos,3,train
HandWash_006_A_05_G_01,HandWash_006_A_05_G_01.mp4,Step_4_Left,6,G01,LightSteelSink1,5,step4_dorso_dedos,3,train
HandWash_007_A_05_G_01,HandWash_007_A_05_G_01.mp4,Step_4_Left,7,G01,LightSteelSink1,5,step4_dorso_dedos,3,test
HandWash_008_A_05_G_01,HandWash_008_A_05_G_01.mp4,Step_4_Left,8,G01,LightSteelSink1,5,step4_dorso_dedos,3,train
HandWash_009_A_05_G_02,HandWash_009_A_05_G_02.mp4,Step_4_Left,9,G02,CeramicSink1,5,step4_dorso_dedos,3,train
HandWash_010_A_05_G_02,HandWash_010_A_05_G_02.mp4,Step_4_Left,10,G02,CeramicSink1,5,step4_dorso_dedos,3,train
HandWash_011_A_05_G_02,HandWash_011_A_05_G_02.mp4,Step_4_Left,11,G02,CeramicSink1,5,step4_dorso_dedos,3,train
HandWash_012_A_05_G_03,HandWash_012_A_05_G_03.mp4,Step_4_Left,12,G03,SmallCeramicSink6,5,step4_dorso_dedos,3,train
HandWash_013_A_05_G_03,HandWash_013_A_05_G_03.mp4,Step_4_Left,13,G03,SmallCeramicSink6,5,step4_dorso_dedos,3,test
HandWash_014_A_05_G_03,HandWash_014_A_05_G_03.mp4,Step_4_Left,14,G03,SmallCeramicSink6,5,step4_dorso_dedos,3,train
HandWash_015_A_05_G_04,HandWash_015_A_05_G_04.mp4,Step_4_Left,15,G04,LightGraniteSink1,5,step4_dorso_dedos,3,train
HandWash_016_A_05_G_04,HandWash_016_A_05_G_04.mp4,Step_4_Left,16,G04,LightGraniteSink1,5,step4_dorso_dedos,3,val
HandWash_017_A_05_G_04,HandWash_017_A_05_G_04.mp4,Step_4_Left,17,G04,LightGraniteSink1,5,step4_dorso_dedos,3,train
HandWash_018_A_05_G_05,HandWash_018_A_05_G_05.mp4,Step_4_Left,18,G05,CeramicSink2,5,step4_dorso_dedos,3,train
HandWash_019_A_05_G_05,HandWash_019_A_05_G_05.mp4,Step_4_Left,19,G05,CeramicSink2,5,step4_dorso_dedos,3,test
HandWash_020_A_05_G_05,HandWash_020_A_05_G_05.mp4,Step_4_Left,20,G05,CeramicSink2,5,step4_dorso_dedos,3,train
HandWash_021_A_05_G_05,HandWash_021_A_05_G_05.mp4,Step_4_Left,21,G05,CeramicSink2,5,step4_dorso_dedos,3,val
HandWash_022_A_05_G_05,HandWash_022_A_05_G_05.mp4,Step_4_Left,22,G05,CeramicSink2,5,step4_dorso_dedos,3,val
HandWash_023_A_05_G_05,HandWash_023_A_05_G_05.mp4,Step_4_Left,23,G05,CeramicSink2,5,step4_dorso_dedos,3,train
HandWash_024_A_05_G_05,HandWash_024_A_05_G_05.mp4,Step_4_Left,24,G05,CeramicSink2,5,step4_dorso_dedos,3,test
HandWash_025_A_05_G_05,HandWash_025_A_05_G_05.mp4,Step_4_Left,25,G05,CeramicSink2,5,step4_dorso_dedos,3,train
HandWash_001_A_06_G_01,HandWash_001_A_06_G_01.mp4,Step_4_Right,1,G01,DarkSteelSink1,6,step4_dorso_dedos,3,train
HandWash_002_A_06_G_01,HandWash_002_A_06_G_01.mp4,Step_4_Right,2,G01,DarkSteelSink1,6,step4_dorso_dedos,3,test
HandWash_003_A_06_G_01,HandWash_003_A_06_G_01.mp4,Step_4_Right,3,G01,DarkSteelSink1,6,step4_dorso_dedos,3,train
HandWash_004_A_06_G_01,HandWash_004_A_06_G_01.mp4,Step_4_Right,4,G01,DarkSteelSink1,6,step4_dorso_dedos,3,val
HandWash_005_A_06_G_01,HandWash_005_A_06_G_01.mp4,Step_4_Right,5,G01,DarkSteelSink1,6,step4_dorso_dedos,3,train
HandWash_006_A_06_G_01,HandWash_006_A_06_G_01.mp4,Step_4_Right,6,G01,LightSteelSink1,6,step4_dorso_dedos,3,train
HandWash_007_A_06_G_01,HandWash_007_A_06_G_01.mp4,Step_4_Right,7,G01,LightSteelSink1,6,step4_dorso_dedos,3,test
HandWash_008_A_06_G_01,HandWash_008_A_06_G_01.mp4,Step_4_Right,8,G01,LightSteelSink1,6,step4_dorso_dedos,3,train
HandWash_009_A_06_G_02,HandWash_009_A_06_G_02.mp4,Step_4_Right,9,G02,CeramicSink1,6,step4_dorso_dedos,3,train
HandWash_010_A_06_G_02,HandWash_010_A_06_G_02.mp4,Step_4_Right,10,G02,CeramicSink1,6,step4_dorso_dedos,3,train
HandWash_011_A_06_G_02,HandWash_011_A_06_G_02.mp4,Step_4_Right,11,G02,CeramicSink1,6,step4_dorso_dedos,3,train
HandWash_012_A_06_G_03,HandWash_012_A_06_G_03.mp4,Step_4_Right,12,G03,SmallCeramicSink6,6,step4_dorso_dedos,3,train
HandWash_013_A_06_G_03,HandWash_013_A_06_G_03.mp4,Step_4_Right,13,G03,SmallCeramicSink6,6,step4_dorso_dedos,3,test
HandWash_014_A_06_G_03,HandWash_014_A_06_G_03.mp4,Step_4_Right,14,G03,SmallCeramicSink6,6,step4_dorso_dedos,3,train
HandWash_015_A_06_G_04,HandWash_015_A_06_G_04.mp4,Step_4_Right,15,G04,LightGraniteSink1,6,step4_dorso_dedos,3,train
HandWash_016_A_06_G_04,HandWash_016_A_06_G_04.mp4,Step_4_Right,16,G04,LightGraniteSink1,6,step4_dorso_dedos,3,val
HandWash_017_A_06_G_04,HandWash_017_A_06_G_04.mp4,Step_4_Right,17,G04,LightGraniteSink1,6,step4_dorso_dedos,3,train
HandWash_018_A_06_G_05,HandWash_018_A_06_G_05.mp4,Step_4_Right,18,G05,CeramicSink2,6,step4_dorso_dedos,3,train
HandWash_019_A_06_G_05,HandWash_019_A_06_G_05.mp4,Step_4_Right,19,G05,CeramicSink2,6,step4_dorso_dedos,3,test
HandWash_020_A_06_G_05,HandWash_020_A_06_G_05.mp4,Step_4_Right,20,G05,CeramicSink2,6,step4_dorso_dedos,3,train
HandWash_021_A_06_G_05,HandWash_021_A_06_G_05.mp4,Step_4_Right,21,G05,CeramicSink2,6,step4_dorso_dedos,3,val
HandWash_022_A_06_G_05,HandWash_022_A_06_G_05.mp4,Step_4_Right,22,G05,CeramicSink2,6,step4_dorso_dedos,3,val
HandWash_023_A_06_G_05,HandWash_023_A_06_G_05.mp4,Step_4_Right,23,G05,CeramicSink2,6,step4_dorso_dedos,3,train
HandWash_024_A_06_G_05,HandWash_024_A_06_G_05.mp4,Step_4_Right,24,G05,CeramicSink2,6,step4_dorso_dedos,3,test
HandWash_025_A_06_G_05,HandWash_025_A_06_G_05.mp4,Step_4_Right,25,G05,CeramicSink2,6,step4_dorso_dedos,3,train
HandWash_001_A_07_G_01,HandWash_001_A_07_G_01.mp4,Step_5_Left,1,G01,DarkSteelSink1,7,step5_polegar,4,train
HandWash_002_A_07_G_01,HandWash_002_A_07_G_01.mp4,Step_5_Left,2,G01,DarkSteelSink1,7,step5_polegar,4,test
HandWash_003_A_07_G_01,HandWash_003_A_07_G_01.mp4,Step_5_Left,3,G01,DarkSteelSink1,7,step5_polegar,4,train
HandWash_004_A_07_G_01,HandWash_004_A_07_G_01.mp4,Step_5_Left,4,G01,DarkSteelSink1,7,step5_polegar,4,val
HandWash_005_A_07_G_01,HandWash_005_A_07_G_01.mp4,Step_5_Left,5,G01,DarkSteelSink1,7,step5_polegar,4,train
HandWash_006_A_07_G_01,HandWash_006_A_07_G_01.mp4,Step_5_Left,6,G01,LightSteelSink1,7,step5_polegar,4,train
HandWash_007_A_07_G_01,HandWash_007_A_07_G_01.mp4,Step_5_Left,7,G01,LightSteelSink1,7,step5_polegar,4,test
HandWash_008_A_07_G_01,HandWash_008_A_07_G_01.mp4,Step_5_Left,8,G01,LightSteelSink1,7,step5_polegar,4,train
HandWash_009_A_07_G_02,HandWash_009_A_07_G_02.mp4,Step_5_Left,9,G02,CeramicSink1,7,step5_polegar,4,train
HandWash_010_A_07_G_02,HandWash_010_A_07_G_02.mp4,Step_5_Left,10,G02,CeramicSink1,7,step5_polegar,4,train
HandWash_011_A_07_G_02,HandWash_011_A_07_G_02.mp4,Step_5_Left,11,G02,CeramicSink1,7,step5_polegar,4,train
HandWash_012_A_07_G_03,HandWash_012_A_07_G_03.mp4,Step_5_Left,12,G03,SmallCeramicSink6,7,step5_polegar,4,train
HandWash_013_A_07_G_03,HandWash_013_A_07_G_03.mp4,Step_5_Left,13,G03,SmallCeramicSink6,7,step5_polegar,4,test
HandWash_014_A_07_G_03,HandWash_014_A_07_G_03.mp4,Step_5_Left,14,G03,SmallCeramicSink6,7,step5_polegar,4,train
HandWash_015_A_07_G_04,HandWash_015_A_07_G_04.mp4,Step_5_Left,15,G04,LightGraniteSink1,7,step5_polegar,4,train
HandWash_016_A_07_G_04,HandWash_016_A_07_G_04.mp4,Step_5_Left,16,G04,LightGraniteSink1,7,step5_polegar,4,val
HandWash_017_A_07_G_04,HandWash_017_A_07_G_04.mp4,Step_5_Left,17,G04,LightGraniteSink1,7,step5_polegar,4,train
HandWash_018_A_07_G_05,HandWash_018_A_07_G_05.mp4,Step_5_Left,18,G05,CeramicSink2,7,step5_polegar,4,train
HandWash_019_A_07_G_05,HandWash_019_A_07_G_05.mp4,Step_5_Left,19,G05,CeramicSink2,7,step5_polegar,4,test
HandWash_020_A_07_G_05,HandWash_020_A_07_G_05.mp4,Step_5_Left,20,G05,CeramicSink2,7,step5_polegar,4,train
HandWash_021_A_07_G_05,HandWash_021_A_07_G_05.mp4,Step_5_Left,21,G05,CeramicSink2,7,step5_polegar,4,val
HandWash_022_A_07_G_05,HandWash_022_A_07_G_05.mp4,Step_5_Left,22,G05,CeramicSink2,7,step5_polegar,4,val
HandWash_023_A_07_G_05,HandWash_023_A_07_G_05.mp4,Step_5_Left,23,G05,CeramicSink2,7,step5_polegar,4,train
HandWash_024_A_07_G_05,HandWash_024_A_07_G_05.mp4,Step_5_Left,24,G05,CeramicSink2,7,step5_polegar,4,test
HandWash_025_A_07_G_05,HandWash_025_A_07_G_05.mp4,Step_5_Left,25,G05,CeramicSink2,7,step5_polegar,4,train
HandWash_001_A_08_G_01,HandWash_001_A_08_G_01.mp4,Step_5_Right,1,G01,DarkSteelSink1,8,step5_polegar,4,train
HandWash_002_A_08_G_01,HandWash_002_A_08_G_01.mp4,Step_5_Right,2,G01,DarkSteelSink1,8,step5_polegar,4,test
HandWash_003_A_08_G_01,HandWash_003_A_08_G_01.mp4,Step_5_Right,3,G01,DarkSteelSink1,8,step5_polegar,4,train
HandWash_004_A_08_G_01,HandWash_004_A_08_G_01.mp4,Step_5_Right,4,G01,DarkSteelSink1,8,step5_polegar,4,val
HandWash_005_A_08_G_01,HandWash_005_A_08_G_01.mp4,Step_5_Right,5,G01,DarkSteelSink1,8,step5_polegar,4,train
HandWash_006_A_08_G_01,HandWash_006_A_08_G_01.mp4,Step_5_Right,6,G01,LightSteelSink1,8,step5_polegar,4,train
HandWash_007_A_08_G_01,HandWash_007_A_08_G_01.mp4,Step_5_Right,7,G01,LightSteelSink1,8,step5_polegar,4,test
HandWash_008_A_08_G_01,HandWash_008_A_08_G_01.mp4,Step_5_Right,8,G01,LightSteelSink1,8,step5_polegar,4,train
HandWash_009_A_08_G_02,HandWash_009_A_08_G_02.mp4,Step_5_Right,9,G02,CeramicSink1,8,step5_polegar,4,train
HandWash_010_A_08_G_02,HandWash_010_A_08_G_02.mp4,Step_5_Right,10,G02,CeramicSink1,8,step5_polegar,4,train
HandWash_011_A_08_G_02,HandWash_011_A_08_G_02.mp4,Step_5_Right,11,G02,CeramicSink1,8,step5_polegar,4,train
HandWash_012_A_08_G_03,HandWash_012_A_08_G_03.mp4,Step_5_Right,12,G03,SmallCeramicSink6,8,step5_polegar,4,train
HandWash_013_A_08_G_03,HandWash_013_A_08_G_03.mp4,Step_5_Right,13,G03,SmallCeramicSink6,8,step5_polegar,4,test
HandWash_014_A_08_G_03,HandWash_014_A_08_G_03.mp4,Step_5_Right,14,G03,SmallCeramicSink6,8,step5_polegar,4,train
HandWash_015_A_08_G_04,HandWash_015_A_08_G_04.mp4,Step_5_Right,15,G04,LightGraniteSink1,8,step5_polegar,4,train
HandWash_016_A_08_G_04,HandWash_016_A_08_G_04.mp4,Step_5_Right,16,G04,LightGraniteSink1,8,step5_polegar,4,val
HandWash_017_A_08_G_04,HandWash_017_A_08_G_04.mp4,Step_5_Right,17,G04,LightGraniteSink1,8,step5_polegar,4,train
HandWash_018_A_08_G_05,HandWash_018_A_08_G_05.mp4,Step_5_Right,18,G05,CeramicSink2,8,step5_polegar,4,train
HandWash_019_A_08_G_05,HandWash_019_A_08_G_05.mp4,Step_5_Right,19,G05,CeramicSink2,8,step5_polegar,4,test
HandWash_020_A_08_G_05,HandWash_020_A_08_G_05.mp4,Step_5_Right,20,G05,CeramicSink2,8,step5_polegar,4,train
HandWash_021_A_08_G_05,HandWash_021_A_08_G_05.mp4,Step_5_Right,21,G05,CeramicSink2,8,step5_polegar,4,val
