raw_folder,filename,fps,frame_count,width,height,duration_sec
Step_3,HandWash_001_A_04_G_01.mp4,30.0,334,720,480,11.133333333333333
Step_3,HandWash_002_A_04_G_01.mp4,30.0,405,720,480,13.5
Step_3,HandWash_003_A_04_G_01.mp4,30.0,405,720,480,13.5
Step_3,HandWash_004_A_04_G_01.mp4,30.0,398,720,480,13.266666666666667
Step_3,HandWash_005_A_04_G_01.mp4,30.0,470,720,480,15.666666666666666
Step_3,HandWash_006_A_04_G_01.mp4,30.0,339,720,480,11.3
Step_3,HandWash_007_A_04_G_01.mp4,30.0,474,720,480,15.8
Step_3,HandWash_008_A_04_G_01.mp4,30.0,405,720,480,13.5
Step_3,HandWash_009_A_04_G_02.mp4,30.0,611,720,480,20.366666666666667
Step_3,HandWash_010_A_04_G_02.mp4,30.0,538,720,480,17.933333333333334
Step_3,HandWash_011_A_04_G_02.mp4,30.0,541,720,480,18.033333333333335
Step_3,HandWash_012_A_04_G_03.mp4,30.0,336,720,480,11.2
Step_3,HandWash_013_A_04_G_03.mp4,30.0,339,720,480,11.3
Step_3,HandWash_014_A_04_G_03.mp4,30.0,339,720,480,11.3
Step_3,HandWash_015_A_04_G_04.mp4,30.0,339,720,480,11.3
Step_3,HandWash_016_A_04_G_04.mp4,30.0,272,720,480,9.066666666666666
Step_3,HandWash_017_A_04_G_04.mp4,30.0,336,720,480,11.2
Step_3,HandWash_018_A_04_G_05.mp4,30.0,306,1920,1080,10.2
Step_3,HandWash_019_A_04_G_05.mp4,30.0,314,1920,1080,10.466666666666667
Step_3,HandWash_020_A_04_G_05.mp4,30.0,492,1920,1080,16.4
Step_3,HandWash_021_A_04_G_05.mp4,30.0,452,1920,1080,15.066666666666666
Step_3,HandWash_022_A_04_G_05.mp4,30.0,403,1920,1080,13.433333333333334
Step_3,HandWash_023_A_04_G_05.mp4,30.0,398,1920,1080,13.266666666666667
Step_3,HandWash_024_A_04_G_05.mp4,30.0,298,1920,1080,9.933333333333334
Step_3,HandWash_025_A_04_G_05.mp4,30.0,236,1920,1080,7.866666666666666
Step_4_Left,HandWash_001_A_05_G_01.mp4,30.0,411,720,480,13.7
Step_4_Left,HandWash_002_A_05_G_01.mp4,30.0,344,720,480,11.466666666666667
Step_4_Left,HandWash_003_A_05_G_01.mp4,30.0,398,720,480,13.266666666666667
Step_4_Left,HandWash_004_A_05_G_01.mp4,30.0,401,720,480,13.366666666666667
Step_4_Left,HandWash_005_A_05_G_01.mp4,30.0,401,720,480,13.366666666666667
Step_4_Left,HandWash_006_A_05_G_01.mp4,30.0,615,720,480,20.5
Step_4_Left,HandWash_007_A_05_G_01.mp4,30.0,615,720,480,20.5
Step_4_Left,HandWash_008_A_05_G_01.mp4,30.0,810,720,480,27.0
Step_4_Left,HandWash_009_A_05_G_02.mp4,30.0,538,720,480,17.933333333333334
Step_4_Left,HandWash_010_A_05_G_02.mp4,30.0,538,720,480,17.933333333333334
Step_4_Left,HandWash_011_A_05_G_02.mp4,30.0,674,720,480,22.466666666666665
Step_4_Left,HandWash_012_A_05_G_03.mp4,30.0,408,720,480,13.6
Step_4_Left,HandWash_013_A_05_G_03.mp4,30.0,272,720,480,9.066666666666666
Step_4_Left,HandWash_014_A_05_G_03.mp4,30.0,405,720,480,13.5
Step_4_Left,HandWash_015_A_05_G_04.mp4,30.0,403,720,480,13.433333333333334
Step_4_Left,HandWash_016_A_05_G_04.mp4,30.0,403,720,480,13.433333333333334
Step_4_Left,HandWash_017_A_05_G_04.mp4,30.0,408,720,480,13.6
Step_4_Left,HandWash_018_A_05_G_05.mp4,30.0,361,1920,1080,12.033333333333333
Step_4_Left,HandWash_019_A_05_G_05.mp4,30.0,267,1920,1080,8.9
Step_4_Left,HandWash_020_A_05_G_05.mp4,30.0,571,1920,1080,19.033333333333335
Step_4_Left,HandWash_021_A_05_G_05.mp4,30.0,325,1920,1080,10.833333333333334
Step_4_Left,HandWash_022_A_05_G_05.mp4,30.0,390,1920,1080,13.0
Step_4_Left,HandWash_023_A_05_G_05.mp4,30.0,360,1920,1080,12.0
Step_4_Left,HandWash_024_A_05_G_05.mp4,30.0,380,1920,1080,12.666666666666666
Step_4_Left,HandWash_025_A_05_G_05.mp4,30.0,275,1920,1080,9.166666666666666
Step_4_Right,HandWash_001_A_06_G_01.mp4,30.0,408,720,480,13.6
Step_4_Right,HandWash_002_A_06_G_01.mp4,30.0,339,720,480,11.3
Step_4_Right,HandWash_003_A_06_G_01.mp4,30.0,401,720,480,13.366666666666667
Step_4_Right,HandWash_004_A_06_G_01.mp4,30.0,327,720,480,10.9
Step_4_Right,HandWash_005_A_06_G_01.mp4,30.0,472,720,480,15.733333333333333
Step_4_Right,HandWash_006_A_06_G_01.mp4,30.0,405,720,480,13.5
Step_4_Right,HandWash_007_A_06_G_01.mp4,30.0,677,720,480,22.566666666666666
Step_4_Right,HandWash_008_A_06_G_01.mp4,30.0,405,720,480,13.5
Step_4_Right,HandWash_009_A_06_G_02.mp4,30.0,612,720,480,20.4
Step_4_Right,HandWash_010_A_06_G_02.mp4,30.0,548,720,480,18.266666666666666
Step_4_Right,HandWash_011_A_06_G_02.mp4,30.0,541,720,480,18.033333333333335
Step_4_Right,HandWash_012_A_06_G_03.mp4,30.0,405,720,480,13.5
Step_4_Right,HandWash_013_A_06_G_03.mp4,30.0,339,720,480,11.3
Step_4_Right,HandWash_014_A_06_G_03.mp4,30.0,339,720,480,11.3
Step_4_Right,HandWash_015_A_06_G_04.mp4,30.0,405,720,480,13.5
Step_4_Right,HandWash_016_A_06_G_04.mp4,30.0,341,720,480,11.366666666666667
Step_4_Right,HandWash_017_A_06_G_04.mp4,30.0,344,720,480,11.466666666666667
Step_4_Right,HandWash_018_A_06_G_05.mp4,30.0,344,1920,1080,11.466666666666667
Step_4_Right,HandWash_019_A_06_G_05.mp4,30.0,243,1920,1080,8.1
Step_4_Right,HandWash_020_A_06_G_05.mp4,30.0,428,1920,1080,14.266666666666667
Step_4_Right,HandWash_021_A_06_G_05.mp4,30.0,358,1920,1080,11.933333333333334
Step_4_Right,HandWash_022_A_06_G_05.mp4,30.0,324,1920,1080,10.8
Step_4_Right,HandWash_023_A_06_G_05.mp4,30.0,310,1920,1080,10.333333333333334
Step_4_Right,HandWash_024_A_06_G_05.mp4,30.0,294,1920,1080,9.8
Step_4_Right,HandWash_025_A_06_G_05.mp4,30.0,211,1920,1080,7.033333333333333
Step_5_Left,HandWash_001_A_07_G_01.mp4,30.0,339,720,480,11.3
Step_5_Left,HandWash_002_A_07_G_01.mp4,30.0,270,720,480,9.0
Step_5_Left,HandWash_003_A_07_G_01.mp4,30.0,251,720,480,8.366666666666667
Step_5_Left,HandWash_004_A_07_G_01.mp4,30.0,251,720,480,8.366666666666667
Step_5_Left,HandWash_005_A_07_G_01.mp4,30.0,251,720,480,8.366666666666667
Step_5_Left,HandWash_006_A_07_G_01.mp4,30.0,474,720,480,15.8
Step_5_Left,HandWash_007_A_07_G_01.mp4,30.0,541,720,480,18.033333333333335
Step_5_Left,HandWash_008_A_07_G_01.mp4,30.0,810,720,480,27.0
Step_5_Left,HandWash_009_A_07_G_02.mp4,30.0,474,720,480,15.8
Step_5_Left,HandWash_010_A_07_G_02.mp4,30.0,544,720,480,18.133333333333333
Step_5_Left,HandWash_011_A_07_G_02.mp4,30.0,542,720,480,18.066666666666666
Step_5_Left,HandWash_012_A_07_G_03.mp4,30.0,336,720,480,11.2
Step_5_Left,HandWash_013_A_07_G_03.mp4,30.0,400,720,480,13.333333333333334
Step_5_Left,HandWash_014_A_07_G_03.mp4,30.0,408,720,480,13.6
Step_5_Left,HandWash_015_A_07_G_04.mp4,30.0,341,720,480,11.366666666666667
Step_5_Left,HandWash_016_A_07_G_04.mp4,30.0,405,720,480,13.5
Step_5_Left,HandWash_017_A_07_G_04.mp4,30.0,403,720,480,13.433333333333334
Step_5_Left,HandWash_018_A_07_G_05.mp4,30.0,381,1920,1080,12.7
Step_5_Left,HandWash_019_A_07_G_05.mp4,30.0,272,1920,1080,9.066666666666666
Step_5_Left,HandWash_020_A_07_G_05.mp4,30.0,321,1920,1080,10.7
Step_5_Left,HandWash_021_A_07_G_05.mp4,30.0,616,1920,1080,20.533333333333335
Step_5_Left,HandWash_022_A_07_G_05.mp4,30.0,360,1920,1080,12.0
Step_5_Left,HandWash_023_A_07_G_05.mp4,30.0,454,1920,1080,15.133333333333333
Step_5_Left,HandWash_024_A_07_G_05.mp4,30.0,344,1920,1080,11.466666666666667
Step_5_Left,HandWash_025_A_07_G_05.mp4,30.0,396,1920,1080,13.2
Step_5_Right,HandWash_001_A_08_G_01.mp4,30.0,336,720,480,11.2
Step_5_Right,HandWash_002_A_08_G_01.mp4,30.0,270,720,480,9.0
Step_5_Right,HandWash_003_A_08_G_01.mp4,30.0,325,720,480,10.833333333333334
Step_5_Right,HandWash_004_A_08_G_01.mp4,30.0,253,720,480,8.433333333333334
Step_5_Right,HandWash_005_A_08_G_01.mp4,30.0,180,720,480,6.0
Step_5_Right,HandWash_006_A_08_G_01.mp4,30.0,536,720,480,17.866666666666667
Step_5_Right,HandWash_007_A_08_G_01.mp4,30.0,403,720,480,13.433333333333334
Step_5_Right,HandWash_008_A_08_G_01.mp4,30.0,743,720,480,24.766666666666666
Step_5_Right,HandWash_009_A_08_G_02.mp4,30.0,542,720,480,18.066666666666666
Step_5_Right,HandWash_010_A_08_G_02.mp4,30.0,610,720,480,20.333333333333332
Step_5_Right,HandWash_011_A_08_G_02.mp4,30.0,407,720,480,13.566666666666666
Step_5_Right,HandWash_012_A_08_G_03.mp4,30.0,462,720,480,15.4
Step_5_Right,HandWash_013_A_08_G_03.mp4,30.0,393,720,480,13.1
Step_5_Right,HandWash_014_A_08_G_03.mp4,30.0,528,720,480,17.6
Step_5_Right,HandWash_015_A_08_G_04.mp4,30.0,267,720,480,8.9
Step_5_Right,HandWash_016_A_08_G_04.mp4,30.0,538,720,480,17.933333333333334
Step_5_Right,HandWash_017_A_08_G_04.mp4,30.0,469,720,480,15.633333333333333
Step_5_Right,HandWash_018_A_08_G_05.mp4,30.0,358,1920,1080,11.933333333333334
Step_5_Right,HandWash_019_A_08_G_05.mp4,30.0,262,1920,1080,8.733333333333333
Step_5_Right,HandWash_020_A_08_G_05.mp4,30.0,387,1920,1080,12.9
Step_5_Right,HandWash_021_A_08_G_05.mp4,30.0,385,1920,1080,12.833333333333334
Step_5_Right,HandWash_022_A_08_G_05.mp4,30.0,340,1920,1080,11.333333333333334
Step_5_Right,HandWash_023_A_08_G_05.mp4,30.0,370,1920,1080,12.333333333333334
Step_5_Right,HandWash_024_A_08_G_05.mp4,30.0,256,1920,1080,8.533333333333333
Step_5_Right,HandWash_025_A_08_G_05.mp4,30.0,192,1920,1080,6.4
Step_6_Left,HandWash_001_A_09_G_01.mp4,30.0,272,720,480,9.066666666666666
Step_6_Left,HandWash_002_A_09_G_01.mp4,30.0,270,720,480,9.0
Step_6_Left,HandWash_003_A_09_G_01.mp4,30.0,330,720,480,11.0
Step_6_Left,HandWash_004_A_09_G_01.mp4,30.0,333,720,480,11.1
Step_6_Left,HandWash_005_A_09_G_01.mp4,30.0,407,720,480,13.566666666666666
Step_6_Left,HandWash_006_A_09_G_01.mp4,30.0,469,720,480,15.633333333333333
Step_6_Left,HandWash_007_A_09_G_01.mp4,30.0,538,720,480,17.933333333333334
Step_6_Left,HandWash_008_A_09_G_01.mp4,30.0,743,720,480,24.766666666666666
Step_6_Left,HandWash_009_A_09_G_02.mp4,30.0,271,720,480,9.033333333333333
Step_6_Left,HandWash_010_A_09_G_02.mp4,30.0,404,720,480,13.466666666666667
Step_6_Left,HandWash_011_A_09_G_02.mp4,30.0,338,720,480,11.266666666666667
Step_6_Left,HandWash_012_A_09_G_03.mp4,30.0,459,720,480,15.3
Step_6_Left,HandWash_013_A_09_G_03.mp4,30.0,262,720,480,8.733333333333333
Step_6_Left,HandWash_014_A_09_G_03.mp4,30.0,398,720,480,13.266666666666667
Step_6_Left,HandWash_015_A_09_G_04.mp4,30.0,400,720,480,13.333333333333334
Step_6_Left,HandWash_016_A_09_G_04.mp4,30.0,536,720,480,17.866666666666667
Step_6_Left,HandWash_017_A_09_G_04.mp4,30.0,400,720,480,13.333333333333334
Step_6_Left,HandWash_018_A_09_G_05.mp4,30.0,444,1920,1080,14.8
Step_6_Left,HandWash_019_A_09_G_05.mp4,30.0,326,1920,1080,10.866666666666667
Step_6_Left,HandWash_020_A_09_G_05.mp4,30.0,305,1920,1080,10.166666666666666
Step_6_Left,HandWash_021_A_09_G_05.mp4,30.0,335,1920,1080,11.166666666666666
Step_6_Left,HandWash_022_A_09_G_05.mp4,30.0,350,1920,1080,11.666666666666666
Step_6_Left,HandWash_023_A_09_G_05.mp4,30.0,173,1920,1080,5.766666666666667
Step_6_Left,HandWash_024_A_09_G_05.mp4,30.0,242,1920,1080,8.066666666666666
Step_6_Left,HandWash_025_A_09_G_05.mp4,30.0,244,1920,1080,8.133333333333333
Step_6_Right,HandWash_001_A_10_G_01.mp4,30.0,334,720,480,11.133333333333333
Step_6_Right,HandWash_002_A_10_G_01.mp4,30.0,334,720,480,11.133333333333333
Step_6_Right,HandWash_003_A_10_G_01.mp4,30.0,325,720,480,10.833333333333334
Step_6_Right,HandWash_004_A_10_G_01.mp4,30.0,180,720,480,6.0
Step_6_Right,HandWash_005_A_10_G_01.mp4,30.0,327,720,480,10.9
Step_6_Right,HandWash_006_A_10_G_01.mp4,30.0,541,720,480,18.033333333333335
Step_6_Right,HandWash_007_A_10_G_01.mp4,30.0,610,720,480,20.333333333333332
Step_6_Right,HandWash_008_A_10_G_01.mp4,30.0,541,720,480,18.033333333333335
Step_6_Right,HandWash_009_A_10_G_02.mp4,30.0,274,720,480,9.133333333333333
Step_6_Right,HandWash_010_A_10_G_02.mp4,30.0,274,720,480,9.133333333333333
Step_6_Right,HandWash_011_A_10_G_02.mp4,30.0,279,720,480,9.3
Step_6_Right,HandWash_012_A_10_G_03.mp4,30.0,201,720,480,6.7
Step_6_Right,HandWash_013_A_10_G_03.mp4,30.0,408,720,480,13.6
Step_6_Right,HandWash_014_A_10_G_03.mp4,30.0,201,720,480,6.7
Step_6_Right,HandWash_015_A_10_G_04.mp4,30.0,474,720,480,15.8
Step_6_Right,HandWash_016_A_10_G_04.mp4,30.0,474,720,480,15.8
Step_6_Right,HandWash_017_A_10_G_04.mp4,30.0,341,720,480,11.366666666666667
Step_6_Right,HandWash_018_A_10_G_05.mp4,30.0,223,1920,1080,7.433333333333334
Step_6_Right,HandWash_019_A_10_G_05.mp4,30.0,351,1920,1080,11.7
Step_6_Right,HandWash_020_A_10_G_05.mp4,30.0,257,1920,1080,8.566666666666666
Step_6_Right,HandWash_021_A_10_G_05.mp4,30.0,375,1920,1080,12.5
Step_6_Right,HandWash_022_A_10_G_05.mp4,30.0,297,1920,1080,9.9
Step_6_Right,HandWash_023_A_10_G_05.mp4,30.0,232,1920,1080,7.733333333333333
Step_6_Right,HandWash_024_A_10_G_05.mp4,30.0,286,1920,1080,9.533333333333333
Step_6_Right,HandWash_025_A_10_G_05.mp4,30.0,288,1920,1080,9.6
Step_7_Left,HandWash_001_A_11_G_01.mp4,30.0,129,720,480,4.3
Step_7_Left,HandWash_002_A_11_G_01.mp4,30.0,251,720,480,8.366666666666667
Step_7_Left,HandWash_003_A_11_G_01.mp4,30.0,253,720,480,8.433333333333334
Step_7_Left,HandWash_004_A_11_G_01.mp4,30.0,327,720,480,10.9
Step_7_Left,HandWash_005_A_11_G_01.mp4,30.0,253,720,480,8.433333333333334
Step_7_Left,HandWash_006_A_11_G_01.mp4,30.0,541,720,480,18.033333333333335
Step_7_Left,HandWash_007_A_11_G_01.mp4,30.0,541,720,480,18.033333333333335
Step_7_Left,HandWash_008_A_11_G_01.mp4,30.0,544,720,480,18.133333333333333
Step_7_Left,HandWash_009_A_11_G_02.mp4,30.0,276,720,480,9.2
Step_7_Left,HandWash_010_A_11_G_02.mp4,30.0,279,720,480,9.3
Step_7_Left,HandWash_011_A_11_G_02.mp4,30.0,279,720,480,9.3
Step_7_Left,HandWash_012_A_11_G_03.mp4,30.0,267,720,480,8.9
Step_7_Left,HandWash_013_A_11_G_03.mp4,30.0,270,720,480,9.0
Step_7_Left,HandWash_014_A_11_G_03.mp4,30.0,272,720,480,9.066666666666666
Step_7_Left,HandWash_015_A_11_G_04.mp4,30.0,203,720,480,6.766666666666667
Step_7_Left,HandWash_016_A_11_G_04.mp4,30.0,607,720,480,20.233333333333334
Step_7_Left,HandWash_017_A_11_G_04.mp4,30.0,541,720,480,18.033333333333335
Step_7_Left,HandWash_018_A_11_G_05.mp4,30.0,320,1920,1080,10.666666666666666
Step_7_Left,HandWash_019_A_11_G_05.mp4,30.0,243,1920,1080,8.1
Step_7_Left,HandWash_020_A_11_G_05.mp4,30.0,251,1920,1080,8.366666666666667
Step_7_Left,HandWash_021_A_11_G_05.mp4,30.0,432,1920,1080,14.4
Step_7_Left,HandWash_022_A_11_G_05.mp4,30.0,370,1920,1080,12.333333333333334
Step_7_Left,HandWash_023_A_11_G_05.mp4,30.0,338,1920,1080,11.266666666666667
Step_7_Left,HandWash_024_A_11_G_05.mp4,30.0,270,1920,1080,9.0
Step_7_Left,HandWash_025_A_11_G_05.mp4,30.0,357,1920,1080,11.9
Step_7_Right,HandWash_001_A_12_G_01.mp4,30.0,196,720,480,6.533333333333333
Step_7_Right,HandWash_002_A_12_G_01.mp4,30.0,180,720,480,6.0
Step_7_Right,HandWash_003_A_12_G_01.mp4,30.0,253,720,480,8.433333333333334
Step_7_Right,HandWash_004_A_12_G_01.mp4,30.0,180,720,480,6.0
Step_7_Right,HandWash_005_A_12_G_01.mp4,30.0,253,720,480,8.433333333333334
Step_7_Right,HandWash_006_A_12_G_01.mp4,30.0,474,720,480,15.8
Step_7_Right,HandWash_007_A_12_G_01.mp4,30.0,607,720,480,20.233333333333334
Step_7_Right,HandWash_008_A_12_G_01.mp4,30.0,538,720,480,17.933333333333334
Step_7_Right,HandWash_009_A_12_G_02.mp4,30.0,414,720,480,13.8
Step_7_Right,HandWash_010_A_12_G_02.mp4,30.0,279,720,480,9.3
Step_7_Right,HandWash_011_A_12_G_02.mp4,30.0,201,720,480,6.7
Step_7_Right,HandWash_012_A_12_G_03.mp4,30.0,270,720,480,9.0
Step_7_Right,HandWash_013_A_12_G_03.mp4,30.0,477,720,480,15.9
Step_7_Right,HandWash_014_A_12_G_03.mp4,30.0,270,720,480,9.0
Step_7_Right,HandWash_015_A_12_G_04.mp4,30.0,270,720,480,9.0
Step_7_Right,HandWash_016_A_12_G_04.mp4,30.0,607,720,480,20.233333333333334
Step_7_Right,HandWash_017_A_12_G_04.mp4,30.0,408,720,480,13.6
Step_7_Right,HandWash_018_A_12_G_05.mp4,30.0,303,1920,1080,10.1
Step_7_Right,HandWash_019_A_12_G_05.mp4,30.0,226,1920,1080,7.533333333333333
Step_7_Right,HandWash_020_A_12_G_05.mp4,30.0,340,1920,1080,11.333333333333334
Step_7_Right,HandWash_021_A_12_G_05.mp4,30.0,258,1920,1080,8.6
Step_7_Right,HandWash_022_A_12_G_05.mp4,30.0,377,1920,1080,12.566666666666666
Step_7_Right,HandWash_023_A_12_G_05.mp4,30.0,276,1920,1080,9.2
Step_7_Right,HandWash_024_A_12_G_05.mp4,30.0,274,1920,1080,9.133333333333333
Step_7_Right,HandWash_025_A_12_G_05.mp4,30.0,313,1920,1080,10.433333333333334
